id,images,text,likes,replies,retweets,quotes,timestamp,url,comment_text,comment_text_norm,keep,keep_reason
2023666006925758501,,Amerix concept of masculinity is family-oriented. Yako ni umalaya and sleeping around like an idiot.,145,10,0,0,2026-02-17T07:49:00.000Z,https://x.com/itsKikuyus/status/2023666006925758501,Amerix concept of masculinity is family-oriented. Yako ni umalaya and sleeping around like an idiot.,Amerix concept of masculinity is family-oriented. Yako ni umalaya and sleeping around like an idiot.,True,piece_relevant
2023658447187677556,,"Kifee umezoea mamalaya town.
Tembea shaggz kiasi ukule vitu fresh fresh.",67,7,0,0,2026-02-17T07:19:00.000Z,https://x.com/KINGSXI99/status/2023658447187677556,"Kifee umezoea mamalaya town.
Tembea shaggz kiasi ukule vitu fresh fresh.",Kifee umezoea mamalaya town. Tembea shaggz kiasi ukule vitu fresh fresh.,False,weak
2023658941834494321,,Amerix anamaanisha shida zote za ndoa huanza kwa bed,42,3,0,0,2026-02-17T07:21:00.000Z,https://x.com/santi_davitso/status/2023658941834494321,Amerix anamaanisha shida zote za ndoa huanza kwa bed,Amerix anamaanisha shida zote za ndoa huanza kwa bed,False,weak
2023664753462178165,,You are trying very hard to get the attention from Amerix.Wewe endelea na pombe yako na kulala na malaya,28,4,0,0,2026-02-17T07:44:00.000Z,https://x.com/KenyaPolitica/status/2023664753462178165,You are trying very hard to get the attention from Amerix.Wewe endelea na pombe yako na kulala na malaya,You are trying very hard to get the attention from Amerix.Wewe endelea na pombe yako na kulala na malaya,False,weak
2023671826551886290,,"Looked at it and thougt how do you expect to satisfy a woman with a body count of more than 20, amongst the 20, some used viagra, weed, alcohol amd even threesomes then think one mans sexual prowess will satisfy her? Most of these women have sex more than married people.",25,2,0,0,2026-02-17T08:12:00.000Z,https://x.com/Elon_Musk254/status/2023671826551886290,"Looked at it and thougt how do you expect to satisfy a woman with a body count of more than 20, amongst the 20, some used viagra, weed, alcohol amd even threesomes then think one mans sexual prowess will satisfy her? Most of these women have sex more than married people.","Looked at it and thougt how do you expect to satisfy a woman with a body count of more than 20, amongst the 20, some used viagra, weed, alcohol amd even threesomes then think one mans sexual prowess will satisfy her? Most of these women have sex more than married people.",True,piece_relevant
2023675607645577653,,"Ndio nashangaa 
Ukishatry kusatisfy many women you learn that her intensity of attraction ndio itamsatisfy. Kuna wale watacum by just touching you then kuna wale utafanya everything na watasema you don’t know how to satisfy them
JUST DO YOUR ONE ROUND AND DIP.",20,1,0,0,2026-02-17T08:27:00.000Z,https://x.com/Truthsayer4reel/status/2023675607645577653,"Ndio nashangaa 
Ukishatry kusatisfy many women you learn that her intensity of attraction ndio itamsatisfy. Kuna wale watacum by just touching you then kuna wale utafanya everything na watasema you don’t know how to satisfy them
JUST DO YOUR ONE ROUND AND DIP.",Ndio nashangaa Ukishatry kusatisfy many women you learn that her intensity of attraction ndio itamsatisfy. Kuna wale watacum by just touching you then kuna wale utafanya everything na watasema you don't know how to satisfy them JUST DO YOUR ONE ROUND AND DIP.,True,piece_relevant
2023679896006832181,,Kifee hapa kwa replies wanasema utembee na huko River Road😂,18,1,0,0,2026-02-17T08:44:00.000Z,https://x.com/IanKweya/status/2023679896006832181,Kifee hapa kwa replies wanasema utembee na huko River Road😂,Kifee hapa kwa replies wanasema utembee na huko River Road😂,False,weak
2023740163600379982,,You can never overperform in terms of sex in a woman...every time you raise the bar it becomes the bare minimum...apana chesa,14,4,2,0,2026-02-17T12:43:00.000Z,https://x.com/Nectar901/status/2023740163600379982,You can never overperform in terms of sex in a woman...every time you raise the bar it becomes the bare minimum...apana chesa,You can never overperform in terms of sex in a woman...every time you raise the bar it becomes the bare minimum...apana chesa,True,piece_relevant
2023694425151717478,,"That woman needs Divine masculity, she needs its presence first,that will make any woman, I repeat any woman submit, women don't submit because of your dick or how hard you do them. They'll end up using you instead and mistreat you and disrespect you later. 

That's the reality.",9,0,1,0,2026-02-17T09:42:00.000Z,https://x.com/KWPFIVE/status/2023694425151717478,"That woman needs Divine masculity, she needs its presence first,that will make any woman, I repeat any woman submit, women don't submit because of your dick or how hard you do them. They'll end up using you instead and mistreat you and disrespect you later. 

That's the reality.","That woman needs Divine masculity, she needs its presence first,that will make any woman, I repeat any woman submit, women don't submit because of your dick or how hard you do them. They'll end up using you instead and mistreat you and disrespect you later. That's the reality.",True,piece_relevant
2023735930780025146,,Shida ya this mluhya ni deki @amerix …99% of men problems are clouded to dic driveness….you are not a sex god but rather a weirdo with pornhub fantasy,10,1,0,0,2026-02-17T12:26:00.000Z,https://x.com/erycoyugi/status/2023735930780025146,Shida ya this mluhya ni deki @amerix …99% of men problems are clouded to dic driveness….you are not a sex god but rather a weirdo with pornhub fantasy,Shida ya this mluhya ni deki @amerix …99% of men problems are clouded to dic driveness….you are not a sex god but rather a weirdo with pornhub fantasy,True,piece_relevant
