id,images,text,likes,replies,retweets,quotes,timestamp,url,source_file,source_text_col,comment_text,comment_text_norm,mode,word_count,has_gender_hint,has_stance_hint,has_experience_hint,has_learning_hint,has_change_hint,has_reinforcement_hint,has_action_hint,has_info_hint,has_identity_hint,keep,keep_reason
2027352101924257911,,I wonder how some men are satisfied with just one woman. Is it brokenness or sickness? I mean if you love cars why only have one?,3512,154,441,0,2026-02-27T11:56:00.000Z,https://x.com/kibeandy/status/2027352101924257911,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,I wonder how some men are satisfied with just one woman. Is it brokenness or sickness? I mean if you love cars why only have one?,i wonder how some men are satisfied with just one woman. is it brokenness or sickness? i mean if you love cars why only have one?,v1,26,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027402396108763347,,"Some people are just happy with one. The guy who gets his dream car (girl) will cherish it with everything he has. He will polish it and make sure everything is perfect all the time. 
The rich (spoiled) guy that has multiple (whatever) has to divide his attention between them all. Not one is special to him. He doesn’t have the time to focus on one because he has so many. 
When you can’t full devote all your undivided attention something’s will definitely fall through the cracks.",28,1,0,0,2026-02-27T15:16:00.000Z,https://x.com/honor_dennis/status/2027402396108763347,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"Some people are just happy with one. The guy who gets his dream car (girl) will cherish it with everything he has. He will polish it and make sure everything is perfect all the time. 
The rich (spoiled) guy that has multiple (whatever) has to divide his attention between them all. Not one is special to him. He doesn’t have the time to focus on one because he has so many. 
When you can’t full devote all your undivided attention something’s will definitely fall through the cracks.",some people are just happy with one. the guy who gets his dream car (girl) will cherish it with everything he has. he will polish it and make sure everything is perfect all the time. the rich (spoiled) guy that has multiple (whatever) has to divide his attention between them all. not one is special to him. he doesn't have the time to focus on one because he has so many. when you can't full devote all your undivided attention something's will definitely fall through the cracks.,v1,90,True,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
2027496196529344785,,"I know what you’re saying but cars are not people with their own personality and so on. 

If women didn’t have that it would be lame.

If you can figure out how to be openly with more than one, it’s possible and much more fulfilling than just buying another thing.",3,0,0,0,2026-02-27T21:28:00.000Z,https://x.com/bboyshogi/status/2027496196529344785,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"I know what you’re saying but cars are not people with their own personality and so on. 

If women didn’t have that it would be lame.

If you can figure out how to be openly with more than one, it’s possible and much more fulfilling than just buying another thing.","i know what you're saying but cars are not people with their own personality and so on. if women didn't have that it would be lame. if you can figure out how to be openly with more than one, it's possible and much more fulfilling than just buying another thing.",v1,53,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027371122665091337,,"True love isn’t about variety, it’s about loyalty. A man who truly loves invests in one heart… that’s passion, not brokenness 💯",60,11,1,0,2026-02-27T13:11:00.000Z,https://x.com/i38at/status/2027371122665091337,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"True love isn’t about variety, it’s about loyalty. A man who truly loves invests in one heart… that’s passion, not brokenness 💯","true love isn't about variety, it's about loyalty. a man who truly loves invests in one heart… that's passion, not brokenness 💯",v1,24,True,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027359338113712591,,"Social Engineering 😂

Once they wake up they will realize they can literally have anything they want.",58,1,0,0,2026-02-27T12:25:00.000Z,https://x.com/albertochola1/status/2027359338113712591,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"Social Engineering 😂

Once they wake up they will realize they can literally have anything they want.",social engineering 😂 once they wake up they will realize they can literally have anything they want.,v1,16,False,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
2027381746589651308,,"Comparing women to cars is already where the logic falls apart. Love isn’t about collecting options, it’s about choosing one person fully. Some men aren’t “restricted"", they’re intentional. Depth over variety.",37,3,1,0,2026-02-27T13:54:00.000Z,https://x.com/buildyasef_/status/2027381746589651308,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"Comparing women to cars is already where the logic falls apart. Love isn’t about collecting options, it’s about choosing one person fully. Some men aren’t “restricted"", they’re intentional. Depth over variety.","comparing women to cars is already where the logic falls apart. love isn't about collecting options, it's about choosing one person fully. some men aren't ""restricted"", they're intentional. depth over variety.",v1,35,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027353668950143046,,"A mad can never fathom why people walk in the market clean and well tucked.

🚮",33,1,1,0,2026-02-27T12:02:00.000Z,https://x.com/Mr_Mobuto/status/2027353668950143046,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"A mad can never fathom why people walk in the market clean and well tucked.

🚮",a mad can never fathom why people walk in the market clean and well tucked. 🚮,v1,15,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027354517050654860,,"Brokenness? Sickness? Nah. Some men just have options and the capacity to handle them. If you love cars, you don’t park one in the garage for life and act like the showroom doesn’t exist. You appreciate variety, performance, different drives. The problem isn’t wanting more it’s lying about it. If you’re built for one, cool. If you’re built for a fleet, own it.",34,1,0,0,2026-02-27T12:05:00.000Z,https://x.com/Gibsonaila/status/2027354517050654860,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"Brokenness? Sickness? Nah. Some men just have options and the capacity to handle them. If you love cars, you don’t park one in the garage for life and act like the showroom doesn’t exist. You appreciate variety, performance, different drives. The problem isn’t wanting more it’s lying about it. If you’re built for one, cool. If you’re built for a fleet, own it.","brokenness? sickness? nah. some men just have options and the capacity to handle them. if you love cars, you don't park one in the garage for life and act like the showroom doesn't exist. you appreciate variety, performance, different drives. the problem isn't wanting more it's lying about it. if you're built for one, cool. if you're built for a fleet, own it.",v1,69,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027412351826223326,,You're just casually comparing women with cars. The hate is deep rooted.,26,4,0,0,2026-02-27T15:55:00.000Z,https://x.com/Naje873199n/status/2027412351826223326,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,You're just casually comparing women with cars. The hate is deep rooted.,you're just casually comparing women with cars. the hate is deep rooted.,v1,13,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027367090861039671,,"If you really think having several women makes you a man, you already lost. As a man, have something going on in your life other than just focusing on women...",17,0,0,0,2026-02-27T12:55:00.000Z,https://x.com/Bykeem_KE/status/2027367090861039671,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"If you really think having several women makes you a man, you already lost. As a man, have something going on in your life other than just focusing on women...","if you really think having several women makes you a man, you already lost. as a man, have something going on in your life other than just focusing on women...",v1,30,True,False,True,False,False,False,False,False,True,False,emoji_or_punct_only
2027359395856732268,,"In order for men to be able to reach that kind of level where he has access to many women, he has to be on the 1% and which majority are not there yet.
Status is which makes men attract all kinds of women.
Men need to have status first in order for them to get to the next level.",10,0,2,0,2026-02-27T12:25:00.000Z,https://x.com/Kingbariu/status/2027359395856732268,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"In order for men to be able to reach that kind of level where he has access to many women, he has to be on the 1% and which majority are not there yet.
Status is which makes men attract all kinds of women.
Men need to have status first in order for them to get to the next level.","in order for men to be able to reach that kind of level where he has access to many women, he has to be on the 1% and which majority are not there yet. status is which makes men attract all kinds of women. men need to have status first in order for them to get to the next level.",v1,60,True,False,True,False,False,False,True,False,False,False,emoji_or_punct_only
2027380146928587078,,"For satisfaction and internal ,only one loveable girl is enough because our soul except only one as his mate other are extra rush in mind",11,0,0,0,2026-02-27T13:47:00.000Z,https://x.com/AjayAlp420/status/2027380146928587078,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"For satisfaction and internal ,only one loveable girl is enough because our soul except only one as his mate other are extra rush in mind","for satisfaction and internal ,only one loveable girl is enough because our soul except only one as his mate other are extra rush in mind",v1,25,True,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
2027365402003812839,,She is not yet born! The beautiful ones🤣🤣🤣,9,0,0,0,2026-02-27T12:49:00.000Z,https://x.com/acuoro_8/status/2027365402003812839,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,She is not yet born! The beautiful ones🤣🤣🤣,she is not yet born! the beautiful ones🤣🤣🤣,v1,8,False,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027429329974550904,,Some men have other things to think about other than their dicks. Some men just value themselves enough to know that they can also love themselves more than cars. Some men just value themselves like that.,8,1,0,0,2026-02-27T17:03:00.000Z,https://x.com/Suesu1234/status/2027429329974550904,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,Some men have other things to think about other than their dicks. Some men just value themselves enough to know that they can also love themselves more than cars. Some men just value themselves like that.,some men have other things to think about other than their dicks. some men just value themselves enough to know that they can also love themselves more than cars. some men just value themselves like that.,v1,36,True,False,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027375093412733362,,Mens becareful of whom you sleep with ! Sex is spiritual. It can make you or break you! So as much as @kibeandy is your king of advice..this one ☝️ today i disagree with.,8,2,0,0,2026-02-27T13:27:00.000Z,https://x.com/favored7770/status/2027375093412733362,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,Mens becareful of whom you sleep with ! Sex is spiritual. It can make you or break you! So as much as @kibeandy is your king of advice..this one ☝️ today i disagree with.,mens becareful of whom you sleep with ! sex is spiritual. it can make you or break you! so as much as @kibeandy is your king of advice..this one ☝️ today i disagree with.,v1,33,True,True,True,False,False,False,False,False,False,False,emoji_or_punct_only
2027404682235154762,,"Hiyo mindset Yako ni expensive Mzee. 
Do not ever lose your focus because of some few inches of body part, I mean we have other great body parts too like the brain, the nose and Many others",7,1,0,0,2026-02-27T15:25:00.000Z,https://x.com/PatriceRingoma/status/2027404682235154762,Tweet; I wonder how some men are satisfied with just one woman... .xlsx,text,"Hiyo mindset Yako ni expensive Mzee. 
Do not ever lose your focus because of some few inches of body part, I mean we have other great body parts too like the brain, the nose and Many others","hiyo mindset yako ni expensive mzee. do not ever lose your focus because of some few inches of body part, i mean we have other great body parts too like the brain, the nose and many others",v1,37,True,False,True,False,False,False,False,True,False,False,emoji_or_punct_only
